group,group_value,domain,primary_failure_mode,count,pct_all,pct_agent_failures,total_simulations,agent_failure_count,lang,agent_llm,run
by_language,id,,tool_error_loop,561,30.2,39.3,1860,1428,id,,
by_language,id,,missing_required_write,446,24.0,31.2,1860,1428,id,,
by_language,id,,wrong_write_arguments_or_state,47,2.5,3.3,1860,1428,id,,
by_language,id,,missing_user_device_instruction,134,7.2,9.4,1860,1428,id,,
by_language,id,,premature_refusal_or_policy_misread,26,1.4,1.8,1860,1428,id,,
by_language,id,,translated_identifier_lookup_failure,1,0.1,0.1,1860,1428,id,,
by_language,id,,non_action_assertion_failure,3,0.2,0.2,1860,1428,id,,
by_language,id,,dialogue_or_action_loop,35,1.9,2.5,1860,1428,id,,
by_language,id,,wrong_read_arguments,3,0.2,0.2,1860,1428,id,,
by_language,id,,max_steps_or_dialogue_loop,12,0.6,0.8,1860,1428,id,,
by_language,id,,language_drift,1,0.1,0.1,1860,1428,id,,
by_language,id,,unclassified_failure,2,0.1,0.1,1860,1428,id,,
by_language,th,,success,316,14.4,,2201,1388,th,,
by_language,th,,non_agent_infrastructure,497,22.6,,2201,1388,th,,
by_language,th,,credential_or_identifier_hallucination,135,6.1,9.7,2201,1388,th,,
by_language,th,,tool_error_loop,354,16.1,25.5,2201,1388,th,,
by_language,th,,missing_required_write,360,16.4,25.9,2201,1388,th,,
by_language,th,,wrong_write_arguments_or_state,73,3.3,5.3,2201,1388,th,,
by_language,th,,missing_user_device_instruction,99,4.5,7.1,2201,1388,th,,
by_language,th,,premature_refusal_or_policy_misread,121,5.5,8.7,2201,1388,th,,
by_language,th,,translated_identifier_lookup_failure,156,7.1,11.2,2201,1388,th,,
by_language,th,,non_action_assertion_failure,14,0.6,1.0,2201,1388,th,,
by_language,th,,dialogue_or_action_loop,60,2.7,4.3,2201,1388,th,,
by_language,th,,wrong_read_arguments,4,0.2,0.3,2201,1388,th,,
by_language,th,,max_steps_or_dialogue_loop,12,0.5,0.9,2201,1388,th,,
by_language,tl,,success,210,17.8,,1177,961,tl,,
by_language,tl,,non_agent_infrastructure,6,0.5,,1177,961,tl,,
by_language,tl,,credential_or_identifier_hallucination,233,19.8,24.2,1177,961,tl,,
by_language,tl,,tool_error_loop,108,9.2,11.2,1177,961,tl,,
by_language,tl,,missing_required_write,475,40.4,49.4,1177,961,tl,,
by_language,tl,,wrong_write_arguments_or_state,57,4.8,5.9,1177,961,tl,,
by_language,tl,,premature_refusal_or_policy_misread,7,0.6,0.7,1177,961,tl,,
by_language,tl,,non_action_assertion_failure,11,0.9,1.1,1177,961,tl,,
by_language,tl,,dialogue_or_action_loop,43,3.7,4.5,1177,961,tl,,
by_language,tl,,wrong_read_arguments,1,0.1,0.1,1177,961,tl,,
by_language,tl,,language_drift,18,1.5,1.9,1177,961,tl,,
by_language,tl,,unclassified_failure,8,0.7,0.8,1177,961,tl,,
by_language,vi,,success,178,16.0,,1113,883,vi,,
by_language,vi,,non_agent_infrastructure,52,4.7,,1113,883,vi,,
by_language,vi,,credential_or_identifier_hallucination,422,37.9,47.8,1113,883,vi,,
by_language,vi,,tool_error_loop,188,16.9,21.3,1113,883,vi,,
by_language,vi,,missing_required_write,170,15.3,19.3,1113,883,vi,,
by_language,vi,,wrong_write_arguments_or_state,26,2.3,2.9,1113,883,vi,,
by_language,vi,,premature_refusal_or_policy_misread,31,2.8,3.5,1113,883,vi,,
by_language,vi,,non_action_assertion_failure,3,0.3,0.3,1113,883,vi,,
by_language,vi,,dialogue_or_action_loop,34,3.1,3.9,1113,883,vi,,
by_language,vi,,max_steps_or_dialogue_loop,1,0.1,0.1,1113,883,vi,,
by_language,vi,,language_drift,2,0.2,0.2,1113,883,vi,,
by_language,vi,,unclassified_failure,6,0.5,0.7,1113,883,vi,,
by_language,zh,,success,129,18.8,,685,555,zh,,
by_language,zh,,non_agent_infrastructure,1,0.1,,685,555,zh,,
by_language,zh,,credential_or_identifier_hallucination,204,29.8,36.8,685,555,zh,,
by_language,zh,,tool_error_loop,234,34.2,42.2,685,555,zh,,
by_language,zh,,missing_required_write,64,9.3,11.5,685,555,zh,,
by_language,zh,,wrong_write_arguments_or_state,19,2.8,3.4,685,555,zh,,
by_language,zh,,missing_user_device_instruction,11,1.6,2.0,685,555,zh,,
by_language,zh,,premature_refusal_or_policy_misread,13,1.9,2.3,685,555,zh,,
by_language,zh,,non_action_assertion_failure,4,0.6,0.7,685,555,zh,,
by_language,zh,,dialogue_or_action_loop,4,0.6,0.7,685,555,zh,,
by_language,zh,,wrong_read_arguments,2,0.3,0.4,685,555,zh,,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,success,9,1.3,,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,non_agent_infrastructure,152,22.2,,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,credential_or_identifier_hallucination,43,6.3,8.2,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,tool_error_loop,282,41.1,53.7,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,missing_required_write,129,18.8,24.6,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,wrong_write_arguments_or_state,3,0.4,0.6,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,missing_user_device_instruction,1,0.1,0.2,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,premature_refusal_or_policy_misread,3,0.4,0.6,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,translated_identifier_lookup_failure,35,5.1,6.7,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,non_action_assertion_failure,1,0.1,0.2,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,dialogue_or_action_loop,5,0.7,1.0,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,Qwen3-235B-A22B-Instruct-2507-FP8,,max_steps_or_dialogue_loop,23,3.4,4.4,686,525,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_agent,azure/gpt-5-mini,,success,448,32.7,,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,non_agent_infrastructure,243,17.8,,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,credential_or_identifier_hallucination,116,8.5,17.1,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,tool_error_loop,64,4.7,9.5,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,missing_required_write,141,10.3,20.8,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,wrong_write_arguments_or_state,102,7.5,15.1,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,missing_user_device_instruction,119,8.7,17.6,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,premature_refusal_or_policy_misread,68,5.0,10.0,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,translated_identifier_lookup_failure,49,3.6,7.2,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,non_action_assertion_failure,17,1.2,2.5,1368,677,,azure/gpt-5-mini,
by_agent,azure/gpt-5-mini,,wrong_read_arguments,1,0.1,0.1,1368,677,,azure/gpt-5-mini,
by_agent,azure/kimi-k2.5,,success,408,21.4,,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,non_agent_infrastructure,38,2.0,,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,credential_or_identifier_hallucination,88,4.6,6.0,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,tool_error_loop,114,6.0,7.8,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,missing_required_write,926,48.6,63.5,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,wrong_write_arguments_or_state,50,2.6,3.4,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,premature_refusal_or_policy_misread,76,4.0,5.2,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,translated_identifier_lookup_failure,24,1.3,1.6,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,non_action_assertion_failure,8,0.4,0.5,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,dialogue_or_action_loop,133,7.0,9.1,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,wrong_read_arguments,2,0.1,0.1,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,max_steps_or_dialogue_loop,1,0.1,0.1,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,language_drift,21,1.1,1.4,1905,1459,,azure/kimi-k2.5,
by_agent,azure/kimi-k2.5,,unclassified_failure,16,0.8,1.1,1905,1459,,azure/kimi-k2.5,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,success,395,12.8,,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,non_agent_infrastructure,128,4.2,,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,credential_or_identifier_hallucination,904,29.4,35.4,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,tool_error_loop,985,32.0,38.6,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,missing_required_write,319,10.4,12.5,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,wrong_write_arguments_or_state,67,2.2,2.6,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,missing_user_device_instruction,124,4.0,4.9,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,premature_refusal_or_policy_misread,51,1.7,2.0,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,translated_identifier_lookup_failure,49,1.6,1.9,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,non_action_assertion_failure,9,0.3,0.4,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,dialogue_or_action_loop,38,1.2,1.5,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,wrong_read_arguments,7,0.2,0.3,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_agent,openrouter/qwen/qwen3.6-35b-a3b,,max_steps_or_dialogue_loop,1,0.0,0.0,3077,2554,,openrouter/qwen/qwen3.6-35b-a3b,
by_domain_language,airline / id,airline,success,24,16.0,,150,126,id,,
by_domain_language,airline / id,airline,tool_error_loop,6,4.0,4.8,150,126,id,,
by_domain_language,airline / id,airline,missing_required_write,94,62.7,74.6,150,126,id,,
by_domain_language,airline / id,airline,dialogue_or_action_loop,23,15.3,18.3,150,126,id,,
by_domain_language,airline / id,airline,language_drift,1,0.7,0.8,150,126,id,,
by_domain_language,airline / id,airline,unclassified_failure,2,1.3,1.6,150,126,id,,
by_domain_language,airline / th,airline,success,1,0.7,,150,143,th,,
by_domain_language,airline / th,airline,non_agent_infrastructure,6,4.0,,150,143,th,,
by_domain_language,airline / th,airline,tool_error_loop,3,2.0,2.1,150,143,th,,
by_domain_language,airline / th,airline,missing_required_write,82,54.7,57.3,150,143,th,,
by_domain_language,airline / th,airline,translated_identifier_lookup_failure,3,2.0,2.1,150,143,th,,
by_domain_language,airline / th,airline,dialogue_or_action_loop,55,36.7,38.5,150,143,th,,
by_domain_language,airline / tl,airline,success,31,20.7,,150,119,tl,,
by_domain_language,airline / tl,airline,tool_error_loop,4,2.7,3.4,150,119,tl,,
by_domain_language,airline / tl,airline,missing_required_write,80,53.3,67.2,150,119,tl,,
by_domain_language,airline / tl,airline,dialogue_or_action_loop,20,13.3,16.8,150,119,tl,,
by_domain_language,airline / tl,airline,language_drift,11,7.3,9.2,150,119,tl,,
by_domain_language,airline / tl,airline,unclassified_failure,4,2.7,3.4,150,119,tl,,
by_domain_language,airline / vi,airline,success,6,6.9,,87,81,vi,,
by_domain_language,airline / vi,airline,tool_error_loop,17,19.5,21.0,87,81,vi,,
by_domain_language,airline / vi,airline,missing_required_write,39,44.8,48.1,87,81,vi,,
by_domain_language,airline / vi,airline,dialogue_or_action_loop,17,19.5,21.0,87,81,vi,,
by_domain_language,airline / vi,airline,language_drift,2,2.3,2.5,87,81,vi,,
by_domain_language,airline / vi,airline,unclassified_failure,6,6.9,7.4,87,81,vi,,
by_domain_language,retail / id,retail,success,233,22.7,,1026,793,id,,
by_domain_language,retail / id,retail,credential_or_identifier_hallucination,104,10.1,13.1,1026,793,id,,
by_domain_language,retail / id,retail,tool_error_loop,262,25.5,33.0,1026,793,id,,
by_domain_language,retail / id,retail,missing_required_write,330,32.2,41.6,1026,793,id,,
by_domain_language,retail / id,retail,wrong_write_arguments_or_state,42,4.1,5.3,1026,793,id,,
by_domain_language,retail / id,retail,premature_refusal_or_policy_misread,26,2.5,3.3,1026,793,id,,
by_domain_language,retail / id,retail,non_action_assertion_failure,2,0.2,0.3,1026,793,id,,
by_domain_language,retail / id,retail,dialogue_or_action_loop,12,1.2,1.5,1026,793,id,,
by_domain_language,retail / id,retail,wrong_read_arguments,3,0.3,0.4,1026,793,id,,
by_domain_language,retail / id,retail,max_steps_or_dialogue_loop,12,1.2,1.5,1026,793,id,,
by_domain_language,retail / th,retail,success,315,23.0,,1368,858,th,,
by_domain_language,retail / th,retail,non_agent_infrastructure,195,14.3,,1368,858,th,,
by_domain_language,retail / th,retail,credential_or_identifier_hallucination,63,4.6,7.3,1368,858,th,,
by_domain_language,retail / th,retail,tool_error_loop,161,11.8,18.8,1368,858,th,,
by_domain_language,retail / th,retail,missing_required_write,269,19.7,31.4,1368,858,th,,
by_domain_language,retail / th,retail,wrong_write_arguments_or_state,73,5.3,8.5,1368,858,th,,
by_domain_language,retail / th,retail,premature_refusal_or_policy_misread,121,8.8,14.1,1368,858,th,,
by_domain_language,retail / th,retail,translated_identifier_lookup_failure,136,9.9,15.9,1368,858,th,,
by_domain_language,retail / th,retail,non_action_assertion_failure,14,1.0,1.6,1368,858,th,,
by_domain_language,retail / th,retail,dialogue_or_action_loop,5,0.4,0.6,1368,858,th,,
by_domain_language,retail / th,retail,wrong_read_arguments,4,0.3,0.5,1368,858,th,,
by_domain_language,retail / th,retail,max_steps_or_dialogue_loop,12,0.9,1.4,1368,858,th,,
by_domain_language,retail / tl,retail,success,179,17.4,,1026,841,tl,,
by_domain_language,retail / tl,retail,non_agent_infrastructure,6,0.6,,1026,841,tl,,
by_domain_language,retail / tl,retail,credential_or_identifier_hallucination,233,22.7,27.7,1026,841,tl,,
by_domain_language,retail / tl,retail,tool_error_loop,103,10.0,12.2,1026,841,tl,,
by_domain_language,retail / tl,retail,missing_required_write,395,38.5,47.0,1026,841,tl,,
by_domain_language,retail / tl,retail,wrong_write_arguments_or_state,57,5.6,6.8,1026,841,tl,,
by_domain_language,retail / tl,retail,premature_refusal_or_policy_misread,7,0.7,0.8,1026,841,tl,,
by_domain_language,retail / tl,retail,non_action_assertion_failure,11,1.1,1.3,1026,841,tl,,
by_domain_language,retail / tl,retail,dialogue_or_action_loop,23,2.2,2.7,1026,841,tl,,
by_domain_language,retail / tl,retail,wrong_read_arguments,1,0.1,0.1,1026,841,tl,,
by_domain_language,retail / tl,retail,language_drift,7,0.7,0.8,1026,841,tl,,
by_domain_language,retail / tl,retail,unclassified_failure,4,0.4,0.5,1026,841,tl,,
by_domain_language,retail / vi,retail,success,172,25.1,,684,468,vi,,
by_domain_language,retail / vi,retail,non_agent_infrastructure,44,6.4,,684,468,vi,,
by_domain_language,retail / vi,retail,credential_or_identifier_hallucination,139,20.3,29.7,684,468,vi,,
by_domain_language,retail / vi,retail,tool_error_loop,120,17.5,25.6,684,468,vi,,
by_domain_language,retail / vi,retail,missing_required_write,131,19.2,28.0,684,468,vi,,
by_domain_language,retail / vi,retail,wrong_write_arguments_or_state,26,3.8,5.6,684,468,vi,,
by_domain_language,retail / vi,retail,premature_refusal_or_policy_misread,31,4.5,6.6,684,468,vi,,
by_domain_language,retail / vi,retail,non_action_assertion_failure,3,0.4,0.6,684,468,vi,,
by_domain_language,retail / vi,retail,dialogue_or_action_loop,17,2.5,3.6,684,468,vi,,
by_domain_language,retail / vi,retail,max_steps_or_dialogue_loop,1,0.1,0.2,684,468,vi,,
by_domain_language,retail / zh,retail,success,129,37.7,,342,213,zh,,
by_domain_language,retail / zh,retail,credential_or_identifier_hallucination,84,24.6,39.4,342,213,zh,,
by_domain_language,retail / zh,retail,tool_error_loop,30,8.8,14.1,342,213,zh,,
by_domain_language,retail / zh,retail,missing_required_write,57,16.7,26.8,342,213,zh,,
by_domain_language,retail / zh,retail,wrong_write_arguments_or_state,19,5.6,8.9,342,213,zh,,
by_domain_language,retail / zh,retail,premature_refusal_or_policy_misread,13,3.8,6.1,342,213,zh,,
by_domain_language,retail / zh,retail,non_action_assertion_failure,4,1.2,1.9,342,213,zh,,
by_domain_language,retail / zh,retail,dialogue_or_action_loop,4,1.2,1.9,342,213,zh,,
by_domain_language,retail / zh,retail,wrong_read_arguments,2,0.6,0.9,342,213,zh,,
by_domain_language,telecom / id,telecom,success,170,24.9,,684,509,id,,
by_domain_language,telecom / id,telecom,non_agent_infrastructure,5,0.7,,684,509,id,,
by_domain_language,telecom / id,telecom,credential_or_identifier_hallucination,53,7.7,10.4,684,509,id,,
by_domain_language,telecom / id,telecom,tool_error_loop,293,42.8,57.6,684,509,id,,
by_domain_language,telecom / id,telecom,missing_required_write,22,3.2,4.3,684,509,id,,
by_domain_language,telecom / id,telecom,wrong_write_arguments_or_state,5,0.7,1.0,684,509,id,,
by_domain_language,telecom / id,telecom,missing_user_device_instruction,134,19.6,26.3,684,509,id,,
by_domain_language,telecom / id,telecom,translated_identifier_lookup_failure,1,0.1,0.2,684,509,id,,
by_domain_language,telecom / id,telecom,non_action_assertion_failure,1,0.1,0.2,684,509,id,,
by_domain_language,telecom / th,telecom,non_agent_infrastructure,296,43.3,,683,387,th,,
by_domain_language,telecom / th,telecom,credential_or_identifier_hallucination,72,10.5,18.6,683,387,th,,
by_domain_language,telecom / th,telecom,tool_error_loop,190,27.8,49.1,683,387,th,,
by_domain_language,telecom / th,telecom,missing_required_write,9,1.3,2.3,683,387,th,,
by_domain_language,telecom / th,telecom,missing_user_device_instruction,99,14.5,25.6,683,387,th,,
by_domain_language,telecom / th,telecom,translated_identifier_lookup_failure,17,2.5,4.4,683,387,th,,
by_domain_language,telecom / tl,telecom,tool_error_loop,1,100.0,100.0,1,1,tl,,
by_domain_language,telecom / vi,telecom,non_agent_infrastructure,8,2.3,,342,334,vi,,
by_domain_language,telecom / vi,telecom,credential_or_identifier_hallucination,283,82.7,84.7,342,334,vi,,
by_domain_language,telecom / vi,telecom,tool_error_loop,51,14.9,15.3,342,334,vi,,
by_domain_language,telecom / zh,telecom,non_agent_infrastructure,1,0.3,,343,342,zh,,
by_domain_language,telecom / zh,telecom,credential_or_identifier_hallucination,120,35.0,35.1,343,342,zh,,
by_domain_language,telecom / zh,telecom,tool_error_loop,204,59.5,59.6,343,342,zh,,
by_domain_language,telecom / zh,telecom,missing_required_write,7,2.0,2.0,343,342,zh,,
by_domain_language,telecom / zh,telecom,missing_user_device_instruction,11,3.2,3.2,343,342,zh,,
by_domain_agent,airline / azure/kimi-k2.5,airline,success,62,11.5,,537,469,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,non_agent_infrastructure,6,1.1,,537,469,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,tool_error_loop,30,5.6,6.4,537,469,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,missing_required_write,295,54.9,62.9,537,469,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,translated_identifier_lookup_failure,3,0.6,0.6,537,469,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,dialogue_or_action_loop,115,21.4,24.5,537,469,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,language_drift,14,2.6,3.0,537,469,,azure/kimi-k2.5,
by_domain_agent,airline / azure/kimi-k2.5,airline,unclassified_failure,12,2.2,2.6,537,469,,azure/kimi-k2.5,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,success,9,1.3,,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,non_agent_infrastructure,152,22.2,,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,credential_or_identifier_hallucination,43,6.3,8.2,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,tool_error_loop,281,41.1,53.7,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,missing_required_write,129,18.9,24.7,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,wrong_write_arguments_or_state,3,0.4,0.6,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,premature_refusal_or_policy_misread,3,0.4,0.6,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,translated_identifier_lookup_failure,35,5.1,6.7,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,non_action_assertion_failure,1,0.1,0.2,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,dialogue_or_action_loop,5,0.7,1.0,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / Qwen3-235B-A22B-Instruct-2507-FP8,retail,max_steps_or_dialogue_loop,23,3.4,4.4,684,523,,Qwen3-235B-A22B-Instruct-2507-FP8,
by_domain_agent,retail / azure/gpt-5-mini,retail,success,278,40.6,,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,tool_error_loop,54,7.9,13.3,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,missing_required_write,121,17.7,29.8,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,wrong_write_arguments_or_state,97,14.2,23.9,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,premature_refusal_or_policy_misread,68,9.9,16.7,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,translated_identifier_lookup_failure,49,7.2,12.1,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,non_action_assertion_failure,16,2.3,3.9,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/gpt-5-mini,retail,wrong_read_arguments,1,0.1,0.2,684,406,,azure/gpt-5-mini,
by_domain_agent,retail / azure/kimi-k2.5,retail,success,346,25.3,,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,non_agent_infrastructure,32,2.3,,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,credential_or_identifier_hallucination,88,6.4,8.9,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,tool_error_loop,84,6.1,8.5,1368,990,,azure/kimi-k2.5,
by_domain_agent,retail / azure/kimi-k2.5,retail,missing_required_write,631,46.1,63.7,1368,990,,azure/kimi-k2.5,
